sentence,sentiment,dictionary_classification
proposal shareholder elect mr. hannu krogerus board base long unrivalled experience knowledge matter relate elcoteq .,neutral,neutral
company ' board director would propose dividend eur . per share .,neutral,neutral
say thing different new finnish nuclear power station go operation large hydro powered station northern europe good year .,neutral,neutral
"fair value change investment property eur . mn , compare eur . mn third quarter .",negative,-1
marimekko consider measure matter .,neutral,neutral
$ twtr doom chart $ fb $ goog,neutral,neutral
"n + group pay eur . transaction price upon closing , remain sum .",neutral,neutral
"vehvilainen , currently chief operating officer nokia siemens networks , join finnair january take ceo effective february .",neutral,neutral
canned - preserve food finland report offer comprehensive guide size shape market national level .,neutral,neutral
economic occupancy rate sponda ' property portfolio rise . % . % .,positive,positive
value contract eur . mn .,neutral,neutral
marketsshire .% baxalta % $ bn deal,positive,positive
finnish bank + àland launch long - term pension saving account begin june .,neutral,neutral
"alexandria , va. , nov. -- risto kontturi rajamaki , finland , jari ylinen hyvinkaa , finland , develop automate transportation system user - control transport selection .",neutral,neutral
"believe , however , hkscan atria start use import meat finnish consumer prefer domestic product .",neutral,neutral
` ` sell information system development business finns .,neutral,neutral
"finnish suominen corporation make wipe , nonwoven , flexible packaging , expect change market situation reduce sale suominen ' nonwoven wet wipe previously estimate volume .",neutral,-1
rushydro agreement transfer stake oesk five erc trust management inter rao .,neutral,neutral
"kaleva kustannus oy ( business id - ) , accord notice , august acquire , , alma media share .",neutral,neutral
"glaston , headquarter tampere , finland , grow international glass technology company .",neutral,neutral
"mformation nokia note establish interoperability agreement cover commercially prove , standard - base management mobile device , well mobile device security mobile application management .",positive,positive
buyback trend right ( $ cpix spending share pricier ) . hopefully pull back w . q close vwap,negative,negative
"company ' annual loss amount eek mn , compare profit eek . mn .",neutral,-1
"original name componenta + àm+ñl , subsidiary finnish componenta group , change + àm+ñl components company see % growth q , comparison q .",positive,positive
"helsinki afx - salcomp , mobile phone charger manufacturer , say appoint markku hangasjarvi new ceo , follow resignation mats eriksson .",neutral,neutral
"navteq command lead instal map datum system north american vehicle may leader turn -- turn navigation datum offer service onstar north america , say analyst phil magney telematics research group minnetonka , minn. .",positive,positive
"company evaluate report include aladdin , ca , f - secure , kaspersky , marshal , mcafee , microsoft , panda , proofpoint , sophos , symantec , trend micro , tumbleweed , websense .",neutral,neutral
around percent world ' ro - ro fleet year old need scrap environmental reason .,neutral,neutral
"first quarter , mark -- market result pretax profit eur million versus loss eur million period last year .",positive,positive
"aldata solution oyj stock exchange release august , . aldata shares subscribe stock options total , new share aldata solution oyj subscribe company ' stock option .",neutral,neutral
insolvency act regulate amount debt borrower permit write .,neutral,neutral
investment worth approximately eur mn .,neutral,neutral
company presently examine whether project would financially feasible .,neutral,neutral
also lemmink+ñinen ' profit accounting period go eur . mn eur - . mn year ago .,positive,positive
"start negotiation , relate glaston ' efficiency program , announce october .",neutral,neutral
continue operation mean structure restructure aspocomp group include aspocomp oulu headquarter operation .,neutral,neutral
earning per share ( eps ) amount loss eur . .,negative,-1
"reason behind estimate include rise rent level several fully - lease office retail property , complete add company ' investment property portfolio .",neutral,neutral
share carry right dividend shareholder right registration finnish trade register .,neutral,neutral
$ nflx say ' time short point .,negative,negative
"nd raise year . "" @bvhealthcare : $ qcor questcor increase quarterly cash dividend percent .. """,positive,positive
aviva shut friends life head office rapid integration move,neutral,neutral
move trigger weak demand forestry equipment uncertain market situation .,neutral,-1
"however , order receive period review fall % quarter -- quarter eur million record second quarter .",neutral,-1
"division also include joint sale , marketing controlling function unit .",neutral,neutral
"outotec ' delivery cover engineering , supply construction circulate fluid bed calcination plant capacity , ton alumina per day .",neutral,neutral
"result , company temporarily lay- % whole personnel , approximately person kirkkonummi nivala factory .",neutral,-1
"result taxis decrease nearly eur . mn , compare nearly eur mn previous accounting period .",negative,-1
majority company ' personnel finland temporarily lay one six week period february june period .,negative,-1
company report today operating loss eur . net sale eur . first quarter .,negative,-1
gypsii mobile social networking application available china chinese english language support .,neutral,neutral
qpr processguide available system solution centralized storage management process content well standalone desktop version ; qpr processguide xpress .,neutral,neutral
x mark recall : tesla recall # modelx faulty rd row seat . $ tsla,negative,negative
